lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
colony,colony,NOUN,,,70084,r002,False,False,False,True,True
steamer,steamer,NOUN,,,154,r015,False,True,True,True,True
go,going,VERB,,,154,r009,False,False,False,False,True
upstream,upstream,ADV,,,154,r018,False,False,False,True,True
cover,cover,VERB,,,154,r004,False,False,False,False,False
distance,distance,NOUN,,,154,r006,False,False,True,True,True
Town A and Town B,Town A and Town B,PROPN,ORG,,154,r003,False,False,False,False,True
5 hour,5 hours,NUM,TIME,,154,r002,False,False,False,False,True
same,same,ADJ,,,154,r013,False,False,True,True,True
steamer,steamer,NOUN,,,154,r015,False,True,True,True,True
go,going,VERB,,,154,r009,False,False,False,False,True
downstream,downstream,NOUN,,,154,r007,False,False,True,True,True
cover,cover,VERB,,,154,r004,False,False,False,False,False
distance,distance,NOUN,,,154,r006,False,False,True,True,True
town,towns,NOUN,,,154,r017,False,True,True,False,False
3 hour,3 hours,NUM,TIME,,154,r001,False,False,False,True,False
long,long,ADV,,,154,r010,False,False,False,True,True
take,take,VERB,,,154,r016,False,False,False,True,True
raft,raft,NOUN,,,154,r012,False,True,False,False,True
move,moving,VERB,,,154,r011,False,False,True,False,False
speed,speed,NOUN,,,154,r014,False,False,True,True,True
current,current,NOUN,,,154,r005,False,False,False,True,True
float,float,VERB,,,154,r008,False,True,False,True,True
John,John,PROPN,PERSON,,4650,r001,False,False,False,False,True
buy,buys,VERB,,,4650,r004,False,False,True,True,True
bike,bike,NOUN,,,4650,r003,False,False,False,True,False
Rs,Rs,PROPN,NORP,,4650,r002,False,False,False,False,True
spend,spends,VERB,,,4650,r011,False,False,False,False,True
r,Rs,NOUN,,,4650,r007,False,True,True,True,True
repair,repairs,NOUN,,,4650,r008,False,False,True,False,True
sell,sells,VERB,,,4650,r010,False,False,True,True,True
scooter,scooter,NOUN,,,4650,r009,False,True,False,True,True
Rs,Rs,PROPN,PERSON,,4650,r002,False,False,False,False,True
gain,gain,NOUN,,,4650,r005,False,False,False,True,False
percent,percent,NOUN,,,4650,r006,False,False,False,True,True
percent,percent,NOUN,,,21387,r003,False,False,True,True,True
selling,selling,NOUN,,,21387,r006,False,False,False,True,True
price,price,NOUN,,,21387,r004,False,False,False,False,True
cost,cost,NOUN,,,21387,r001,False,False,False,True,False
price,price,NOUN,,,21387,r004,False,False,False,False,True
gross,gross,ADJ,,,21387,r002,False,False,False,False,True
profit,profit,NOUN,,,21387,r005,False,True,True,True,True
selling,selling,NOUN,,,21387,r006,False,False,False,True,True
price,price,NOUN,,,21387,r004,False,False,False,False,True
car,car,NOUN,,,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,,69205,r006,False,False,False,False,True
contain,contains,VERB,,,69205,r004,False,False,True,True,False
car,cars,NOUN,,,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,,,69205,r007,False,False,False,True,True
sedan,sedans,NOUN,,,69205,r009,False,False,True,True,True
Kevin,Kevin,PROPN,PERSON,,69205,r001,False,False,False,False,True
car,car,NOUN,,,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,,69205,r006,False,False,False,False,True
contain,contains,VERB,,,69205,r004,False,False,True,True,False
car,cars,NOUN,,,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,,,69205,r007,False,False,False,True,True
truck,trucks,NOUN,,,69205,r011,False,False,True,True,True
Larry,Larry,PROPN,PERSON,,69205,r002,False,False,False,True,False
car,car,NOUN,,,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,,69205,r006,False,False,False,False,True
contain,contains,VERB,,,69205,r004,False,False,True,True,False
car,cars,NOUN,,,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,,,69205,r007,False,False,False,True,True
convertible,convertibles,NOUN,,,69205,r005,False,True,False,True,True
car,cars,NOUN,,,69205,r003,False,False,False,True,True
contain,contained,VERB,,,69205,r004,False,False,True,True,False
dealership,dealerships,NOUN,,,69205,r006,False,False,False,False,True
minivan,minivans,NOUN,,,69205,r007,False,False,False,True,True
term,terms,NOUN,,,69205,r010,False,False,False,False,True
n and p,n and p,NOUN,ORG,,69205,r008,False,True,True,False,True
treat,treat,NOUN,,,74795,r030,False,False,False,True,False
child,children,NOUN,,,74795,r003,False,False,True,True,True
mother,mother,NOUN,,,74795,r017,False,False,False,True,True
run,runs,VERB,,,74795,r027,False,False,True,True,True
freezer,freezer,NOUN,,,74795,r009,False,False,True,True,True
have,has,VERB,,,74795,r011,False,False,True,False,True
cherry,cherry,NOUN,,,74795,r002,False,False,False,False,False
ice,ice,NOUN,,,74795,r012,False,True,True,True,True
pop,pops,NOUN,,,74795,r021,False,False,False,False,True
orange,orange,ADJ,,,74795,r018,False,False,True,True,True
ice,ice,NOUN,,,74795,r012,False,True,True,True,True
pop,pops,NOUN,,,74795,r021,False,False,False,False,True
lemon,lemon,NOUN,,,74795,r014,False,False,True,True,True
ice,ice,NOUN,,,74795,r012,False,True,True,True,True
pop,pops,NOUN,,,74795,r021,False,False,False,False,True
choose,chooses,VERB,,,74795,r004,False,False,False,True,False
random,random,ADJ,,,74795,r023,False,False,False,True,False
bring,bring,VERB,,,74795,r001,False,True,True,False,True
outside,outside,ADV,,,74795,r020,False,False,False,False,True
child,children,NOUN,,,74795,r003,False,False,True,True,True
realize,realizes,VERB,,,74795,r024,False,False,True,False,True
run,runs,VERB,,,74795,r027,False,False,True,True,True
door,door,NOUN,,,74795,r006,False,True,False,True,True
bring,bring,VERB,,,74795,r001,False,True,True,False,True
different,different,ADJ,,,74795,r005,False,False,True,False,True
flavor,flavors,NOUN,,,74795,r008,False,False,False,False,True
jealous,jealous,ADJ,,,74795,r013,False,False,True,True,True
other,other,ADJ,,,74795,r019,False,False,False,True,True
get,getting,VERB,,,74795,r010,False,True,False,True,True
even,even,ADV,,,74795,r007,False,False,False,True,True
more,more,ADV,,,74795,r016,False,False,False,True,True
upset,upset,ADJ,,,74795,r031,False,False,False,True,False
probability,probability,NOUN,,,74795,r022,False,False,False,False,True
have,has,VERB,,,74795,r011,False,False,True,False,True
return,return,VERB,,,74795,r026,False,True,True,False,False
freezer,freezer,NOUN,,,74795,r009,False,False,True,True,True
make,make,VERB,,,74795,r015,False,False,False,False,True
sure,sure,ADJ,,,74795,r029,False,True,False,False,True
receive,receive,VERB,,,74795,r025,False,False,False,True,True
same,same,ADJ,,,74795,r028,False,False,False,True,True
flavor,flavor,NOUN,,,74795,r008,False,False,False,False,True
couple,couple,NOUN,,,36175,r003,False,False,False,False,True
decide,decides,VERB,,,36175,r004,False,False,True,True,True
have,have,VERB,,,36175,r008,False,True,False,True,True
child,children,NOUN,,,36175,r002,False,False,False,False,True
succeed,succeed,VERB,,,36175,r011,False,True,False,True,True
have,having,VERB,,,36175,r008,False,True,False,True,True
child,children,NOUN,,,36175,r002,False,False,False,False,True
child,child,NOUN,,,36175,r002,False,False,False,False,True
equally,equally,ADV,,,36175,r005,False,False,False,False,False
likely,likely,ADJ,,,36175,r009,False,False,False,True,True
boy,boy,NOUN,,,36175,r001,False,False,False,True,True
girl,girl,NOUN,,,36175,r007,False,False,True,True,True
probability,probability,NOUN,,,36175,r010,False,False,True,False,True
have,have,VERB,,,36175,r008,False,True,False,True,True
exactly,exactly,ADV,,,36175,r006,False,False,True,True,False
girl,girls,NOUN,,,36175,r007,False,False,True,True,True
boy,boy,NOUN,,,36175,r001,False,False,False,True,True
car,car,NOUN,,,57382,r003,False,False,True,False,True
driver,driver,NOUN,,,57382,r006,False,False,True,True,False
travel,travels,VERB,,,57382,r016,False,False,False,True,True
plain,plains,NOUN,,,57382,r011,False,True,False,True,False
hill,hill,NOUN,,,57382,r008,False,False,False,False,True
station,station,NOUN,,,57382,r015,False,False,True,True,True
km,km,NOUN,,,57382,r010,False,False,False,True,True
apart,apart,ADV,,,57382,r001,False,True,False,False,True
average,average,ADJ,,,57382,r002,False,False,False,False,True
speed,speed,NOUN,,,57382,r014,False,False,False,True,True
hr,hr,NOUN,,,57382,r009,False,True,False,False,False
return,return,NOUN,,,57382,r012,False,False,True,True,True
trip,trip,NOUN,,,57382,r017,False,False,True,False,True
cover,covers,VERB,,,57382,r004,False,False,True,True,True
same,same,ADJ,,,57382,r013,False,False,False,True,True
distance,distance,NOUN,,,57382,r005,False,False,True,False,True
average,average,ADJ,,,57382,r002,False,False,False,False,True
speed,speed,NOUN,,,57382,r014,False,False,False,True,True
hr,hr,NOUN,,,57382,r009,False,True,False,False,False
average,average,ADJ,,,57382,r002,False,False,False,False,True
speed,speed,NOUN,,,57382,r014,False,False,False,True,True
car,car,NOUN,,,57382,r003,False,False,True,False,True
entire,entire,ADJ,,,57382,r007,False,False,False,True,True
distance,distance,NOUN,,,57382,r005,False,False,True,False,True
man,man,NOUN,,,46018,r003,False,False,True,True,True
row,row,VERB,,,46018,r005,False,False,False,True,True
upstream,upstream,ADV,,,46018,r007,False,False,False,False,True
downstream,downstream,ADJ,,,46018,r001,False,True,True,True,True
find,Find,VERB,,,46018,r002,False,False,False,False,True
man,man,NOUN,,,46018,r003,False,False,True,True,True
rate,rate,NOUN,,,46018,r004,False,True,False,True,True
still,still,ADV,,,46018,r006,False,False,True,False,False
water,water,NOUN,,,46018,r008,False,False,False,True,False
people,people,NOUN,,,4696,r010,False,False,True,False,True
individually,individually,ADV,,,4696,r007,False,False,False,True,True
complete,complete,VERB,,,4696,r004,False,True,True,True,True
certain,certain,ADJ,,,4696,r003,False,False,True,False,True
job,job,NOUN,,,4696,r008,False,False,False,True,False
6 hour,6 hours,NUM,TIME,,4696,r002,False,False,False,True,True
respectively,respectively,ADV,,,4696,r013,False,False,True,False,True
low,lowest,ADJ,,,4696,r009,False,False,True,True,True
fraction,fraction,NOUN,,,4696,r006,False,False,False,False,False
job,job,NOUN,,,4696,r008,False,False,False,True,False
do,done,VERB,,,4696,r005,False,False,False,False,True
1 hour,1 hour,NUM,TIME,,4696,r001,False,False,False,True,True
people,people,NOUN,,,4696,r010,False,False,True,False,True
work,working,VERB,,,4696,r015,False,True,False,False,True
together,together,ADV,,,4696,r014,False,True,False,True,True
respective,respective,ADJ,,,4696,r012,False,False,False,True,True
rate,rates,NOUN,,,4696,r011,False,False,True,True,False
measure,measure,NOUN,,,37772,r006,False,False,True,False,True
angle,angle,NOUN,,,37772,r002,False,False,False,True,True
make,made,VERB,,,37772,r005,False,False,False,True,True
diagonal,diagonals,NOUN,,,37772,r004,False,True,False,False,True
adjacent,adjacent,ADJ,,,37772,r001,False,False,True,False,True
side,sides,NOUN,,,37772,r007,False,False,False,True,True
cube,cube,NOUN,,,37772,r003,False,False,True,True,False
positive,positive,ADJ,,,87169,r004,False,False,False,True,True
integer,integer,NOUN,,,87169,r002,False,False,True,False,False
divide,divided,VERB,,,87169,r001,False,False,False,False,True
remainder,remainder,NOUN,,,87169,r005,False,False,False,True,True
divide,divided,VERB,,,87169,r001,False,False,False,False,True
remainder,remainder,NOUN,,,87169,r005,False,False,False,True,True
many,many,ADJ,,,87169,r003,False,True,False,True,True
there,there,ADV,,,87169,r006,False,False,True,True,True
class,class,NOUN,,,42615,r003,False,False,False,True,False
student,students,NOUN,,,42615,r008,False,True,True,False,True
take,taking,VERB,,,42615,r009,False,False,True,True,True
French,French,PROPN,NORP,,42615,r001,False,False,False,False,False
take,taking,VERB,,,42615,r009,False,False,True,True,True
German,German,PROPN,NORP,,42615,r002,False,False,False,True,True
student,students,NOUN,,,42615,r008,False,True,True,False,True
take,taking,VERB,,,42615,r009,False,False,True,True,True
French,French,PROPN,NORP,,42615,r001,False,False,False,False,False
german,German,ADJ,NORP,,42615,r006,False,False,False,False,True
take,taking,VERB,,,42615,r009,False,False,True,True,True
course,courses,NOUN,,,42615,r004,False,False,False,False,True
many,many,ADJ,,,42615,r007,False,True,True,True,True
student,students,NOUN,,,42615,r008,False,True,True,False,True
enrol,enrolled,VERB,,,42615,r005,False,False,True,True,True
course,course,NOUN,,,42615,r004,False,False,False,False,True
man,man,NOUN,,,16818,r007,False,False,True,False,True
take,took,VERB,,,16818,r012,False,False,False,True,False
loan,loan,NOUN,,,16818,r006,False,True,False,True,True
rate,rate,NOUN,,,16818,r010,False,False,False,False,True
annum,annum,ADJ,,,16818,r002,False,True,False,True,True
simple,simple,ADJ,,,16818,r011,False,False,True,True,True
interest,interest,NOUN,,,16818,r005,False,False,False,False,True
have,had,VERB,,,16818,r004,False,False,False,True,True
pay,pay,VERB,,,16818,r008,False,False,True,False,True
interest,interest,NOUN,,,16818,r005,False,False,False,False,True
principal,principal,ADJ,,,16818,r009,False,False,True,False,True
amount,amount,NOUN,,,16818,r001,False,False,True,True,False
borrow,borrowed,VERB,,,16818,r003,False,False,False,True,True
great,greatest,ADJ,,,94386,r005,False,False,False,False,True
integer,integer,NOUN,,,94386,r006,False,False,True,False,True
always,always,ADV,,,94386,r001,False,False,True,True,True
evenly,evenly,ADV,,,94386,r004,False,False,False,True,False
divide,divide,VERB,,,94386,r003,False,False,False,True,True
sum,sum,NOUN,,,94386,r007,False,True,False,False,True
consecutive,consecutive,ADJ,,,94386,r002,False,False,True,True,True
integer,integers,NOUN,,,94386,r006,False,False,True,False,True
certain,certain,ADJ,,,18515,r004,False,False,False,True,True
mathematical,mathematical,ADJ,,,18515,r016,False,False,True,False,True
activity,activity,NOUN,,,18515,r001,False,False,False,True,True
have,have,VERB,,,18515,r012,False,True,False,True,True
card,cards,NOUN,,,18515,r003,False,False,True,True,False
different,different,ADJ,,,18515,r006,False,False,False,True,True
prime,prime,ADJ,,,18515,r019,False,False,False,True,True
number,numbers,NOUN,,,18515,r017,False,False,False,True,True
distribute,distribute,VERB,,,18515,r007,False,False,False,False,False
card,cards,NOUN,,,18515,r003,False,False,True,True,False
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
go,go,VERB,,,18515,r011,False,False,True,True,True
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
break,broken,VERB,,,18515,r002,False,False,False,True,True
way,way,NOUN,,,18515,r026,False,False,True,True,False
envelope,envelopes,NOUN,,,18515,r009,False,False,True,False,True
then,Then,ADV,,,18515,r025,False,True,False,False,False
envelop,envelop,NOUN,,,18515,r008,False,False,True,False,True
find,find,VERB,,,18515,r010,False,False,True,True,True
product,product,NOUN,,,18515,r022,False,False,False,True,True
card,cards,NOUN,,,18515,r003,False,False,True,True,False
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
number,number,NOUN,,,18515,r017,False,False,False,True,True
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
contain,containing,VERB,,,18515,r005,False,False,False,True,False
card,cards,NOUN,,,18515,r003,False,False,True,True,False
have,has,VERB,,,18515,r012,False,True,False,True,True
number,number,NOUN,,,18515,r017,False,False,False,True,True
then,then,ADV,,,18515,r025,False,True,False,False,False
put,put,VERB,,,18515,r023,False,True,False,False,True
envelope,envelope,NOUN,,,18515,r009,False,False,True,False,True
number,numbers,NOUN,,,18515,r017,False,False,False,True,True
order,order,NOUN,,,18515,r018,False,False,False,False,True
low,lowest,ADJ,,,18515,r014,False,True,True,False,True
high,highest,ADJ,,,18515,r013,False,True,False,False,True
set,set,NOUN,,,18515,r024,False,False,True,True,True
many,many,ADJ,,,18515,r015,False,False,True,True,True
different,different,ADJ,,,18515,r006,False,False,False,True,True
set,sets,NOUN,,,18515,r024,False,False,True,True,True
produce,produced,VERB,,,18515,r021,False,False,False,False,True
process,process,NOUN,,,18515,r020,False,False,False,True,True
number,number,NOUN,,,50080,r003,False,False,True,True,True
permutation,permutations,NOUN,,,50080,r004,False,False,False,True,True
letter,letters,NOUN,,,50080,r002,False,False,True,False,True
