word,part_of_speech,category,meaning,question_id, part_of_speech,Category,part_of_practice,example,object,part_of speech
special,ADJ,Technical Term,Distinct or Marked Differently,89,,,,,,
state,VERB,Technical Term,Declared or Defined,89,,,,,,
success,NOUN,Technical Term,Attainment of Objectives,89,,,,,,
text,NOUN,Technical Term,Written or Published Content,89,,,,,,
the United Nations,DET,Organization Name,International Governmental Organization,89,,,,,,
the Universal Declaration of Human Rights,DET,LAW,International Legal Document,89,,,,,,
understanding,NOUN,Technical Term,Knowledge and Comprehension,89,,,,,,
wealth,NOUN,Technical Term,Financial Resources,89,,,,,,
well-being,NOUN,Technical Term,Physical and Mental Health,89,,,,,,
Charter,PROPN,Organization Name,International Organization,90,,,,,,
accord,VERB,,Agreement,90,,,,,,
become,VERB,,Transformation,90,,,,,,
bring,VERB,,Introduce,90,,,,,,
child,NOUN,,Individual,90,,,,,,
consider,VERB,,Reflection,90,,,,,,
dignity,NOUN,Technical Term,Respect,90,,,,,,
do,VERB,,Action,90,,,,,,
equality,NOUN,Technical Term,Fairness,90,,,,,,
freedom,NOUN,Technical Term,Independence,90,,,,,,
fully,ADV,,To a great extent,90,,,,,,
ideal,NOUN,Technical Term,An object of aspirations or goals,90,,,,,,
immediately,ADV,,Without delay,90,,,,,,
individual,ADJ,,Unique and distinct from others,90,,,,,,
life,NOUN,,The state of living or the process of growing and developing,90,,,,,,
live,VERB,,To exist,90,,,,,,
particular,ADJ,,Specific and distinct,90,,,,,,
peace,NOUN,Technical Term,Freedom from conflict and disturbance,90,,,,,,
politician,NOUN,Individual Name,A person involved in politics,90,,,,,,
prepared,ADJ,,Ready or equipped,90,,,,,,
proclaim,VERB,,"Declaration of ideals, statements",90,,,,,,
society,NOUN,,"Human community, social structure",90,,,,,,
solidarity,NOUN,,"Unity, cooperation, support",90,,,,,,
spirit,NOUN,,"Atmosphere, motivation, essence",90,,,,,,
text,NOUN,,"Written communication, source of information",90,,,,,,
the United Nations,DET,Organization Name,International organization promoting peace and cooperation,90,,,,,,
tolerance,NOUN,,"Acceptance, understanding, respect for diversity",90,,,,,,
travel,VERB,,Moving from one place to another,90,,,,,,
work,VERB,,"Activity producing goods or services, effort",90,,,,,,
world,NOUN,,"Earth, global community, entirety of existence",90,,,,,,
Charter,PROPN,Organization Name,"International Law, Peacekeeping",91,,,,,,
accord,VERB,,"Agreement, Consent",91,,,,,,
ambition,NOUN,Technical Term,"Drive, Aspiration",91,,,,,,
bring,VERB,,"Raise, Educate",91,,,,,,
child,NOUN,,"Individual, Future Generation",91,,,,,,
competitiveness,NOUN,Technical Term,"Striving, Achievement",91,,,,,,
consider,VERB,,"Reflect, Evaluate",91,,,,,,
dignity,NOUN,Technical Term,"Worth, Respect",91,,,,,,
discipline,NOUN,Technical Term,"Structure, Training",91,,,,,,
equality,NOUN,Conceptual,"Fairness, Justice",91,,,,,,
freedom,NOUN,technical term,"Liberty, Right",91,,,,,,
fully,ADV,,"Completely, Entirely",91,,,,,,
ideal,NOUN,technical term,"Perfection, Aspiration",91,,,,,,
individual,ADJ,,"Unique Person, Self-Reliance",91,,,,,,
life,NOUN,technical term,"Existence, Journey",91,,,,,,
live,VERB,,To Persist,91,,,,,,
particular,ADJ,,"Specific, Distinct",91,,,,,,
peace,NOUN,technical term,"Harmony, Tranquility",91,,,,,,
prepared,ADJ,,"Ready, Equipped",91,,,,,,
proclaim,VERB,,"To Declare, to Announce",91,,,,,,
society,NOUN,technical term,Social structure,91,,,,,,
solidarity,NOUN,technical term,"Unity, cooperation",91,,,,,,
spirit,NOUN,technical term,Mental or moral quality,91,,,,,,
strictness,NOUN,technical term,"Rigidity, discipline",91,,,,,,
success,NOUN,technical term,"Achievement, accomplishment",91,,,,,,
tolerance,NOUN,technical term,"Acceptance, respect for differences",91,,,,,,
wealth,NOUN,technical term,"Prosperity, material assets",91,,,,,,
text,NOUN,technical term,Written or spoken communication,91,,,,,,
the United Nations,DET,ORG,International organization,91,,,,,,
Charter,PROPN,Organization Name,International Organization,92,,,,,,
bring,VERB,,Raise in a certain way,92,,,,,,
child,NOUN,,Young human being,92,,,,,,
consider,VERB,,Think carefully about something,92,,,,,,
dignity,NOUN,Concept,Respect due to a person,92,,,,,,
equality,NOUN,Concept,State of being equal,92,,,,,,
following,NOUN,Concept,Items listed or coming after another,92,,,,,,
freedom,NOUN,Concept,"Power to act, speak, or think as one wants without hinderance",92,,,,,,
fully,ADV,,Completely,92,,,,,,
ideal,NOUN,Concept,Something regarded as perfect or greatly admired,92,,,,,,
individual,ADJ,technical term,state of being a single,92,,,,,,
life,NOUN,technical term,process of living,92,,,,,,
live,VERB,organization name,to exist,92,,,,,,
mention,VERB,Technical Term,to refer to,92,,,,,,
particular,ADJ,technical term,specific instance,92,,,,,,
peace,NOUN,organization name,state of tranquility,92,,,,,,
prepared,ADJ,technical term,readiness,92,,,,,,
proclaim,VERB,technical term,to declare formally,92,,,,,,
society,NOUN,organization name, collective of individuals,92,,,,,,
solidarity,NOUN,technical term, unity,92,,,,,,
spirit,NOUN,Technical Term,Abstract Concept,92,,,,,,
success,NOUN,Organization Name,Achievement,92,,,,,,
text,NOUN,Technical Term,Written Content,92,,,,,,
the United Nations,DET,Organization Name,International Organization,92,,,,,,
tolerance,NOUN,Technical Term,"Acceptance, Respect for Differences",92,,,,,,
Charter,PROPN,Organization Name,International agreement,93,,,,,,
academic,ADJ,Technical Term,Relating to education,93,,,,,,
achievement,NOUN,Technical Term,Accomplishment in learning,93,,,,,,
adherence,VERB,Technical Term,Commitment to principles,93,,,,,,
bring,VERB,None,To introduce or foster,93,,,,,,
child,NOUN,Individual Name,A young person,93,,,,,,
consider,VERB,None,To think carefully about,93,,,,,,
dignity,NOUN,Technical Term,Worthiness and respect,93,,,,,,
emphasis,NOUN,Technical Term,Focus or importance,93,,,,,,
equality,NOUN,Technical Term,Fairness and equal treatment,93,,,,,,
focus,VERB,Technical Term,"Concentration, Emphasis",93,,,,,,
freedom,NOUN,Higher Level Concept,"Liberty, Autonomy",93,,,,,,
fully,ADV,Technical Term,"Completely, Thoroughly",93,,,,,,
ideal,NOUN,Higher Level Concept,"Perfection, Aspiration",93,,,,,,
important,ADJ,Higher Level Concept,"Significance, Value",93,,,,,,
individual,ADJ,Higher Level Concept,"Separate Unit, Person",93,,,,,,
language,NOUN,Technical Term,System of Communication,93,,,,,,
learn,VERB,Technical Term,"Acquire Knowledge, Gain Understanding",93,,,,,,
life,NOUN,Higher Level Concept,"Existence, Duration",93,,,,,,
live,VERB,Technical Term,"Exist, Dwell",93,,,,,,
multiple,ADJ,technical term,Quantity or Number,93,,,,,,
only,ADV,technical term,"Solely, Exclusively",93,,,,,,
particular,ADJ,technical term,"Specific, Particular instance",93,,,,,,
peace,NOUN,technical term,"Tranquility, Harmony",93,,,,,,
prepared,ADJ,technical term,Ready,93,,,,,,
proclaim,VERB,technical term,"Declare, Announce",93,,,,,,
society,NOUN,organization name,People Living Together,93,,,,,,
solidarity,NOUN,technical term,"Union, Support",93,,,,,,
spirit,NOUN,technical term,"Mental Attitude, Essence",93,,,,,,
success,NOUN,technical term,"Achievement, Fulfillment",93,,,,,,
suggest,VERB,Action,To propose or recommend,93,,,,,,
text,NOUN,General,Written or spoken communication,93,,,,,,
the United Nations,DET,ORG,Intergovernmental organization promoting international cooperation and peace,93,,,,,,
tolerance,NOUN,Social Value,"Acceptance of and respect for differences in beliefs, opinions, and practices",93,,,,,,
upbringing,NOUN,General Life,"The process of a child's development and education under the influence of parents, culture, etc.",93,,,,,,
Charter,PROPN,Organization Name,International cooperation,94,,,,,,
adherence,NOUN,Technical Term,Compliance with principles or standards,94,,,,,,
dignity,NOUN,Technical Term,Respect for human worth and autonomy,94,,,,,,
equality,NOUN,Technical Term,Fairness and equal rights and opportunities,94,,,,,,
freedom,NOUN,Technical Term,Liberty and the ability to act without undue constraints,94,,,,,,
bring,VERB,,,94,,,,,,
child,NOUN,,,94,,,,,,
consider,VERB,,,94,,,,,,
context,NOUN,,,94,,,,,,
financial,ADJ,,,94,,,,,,
fully,ADV,,Complete preparation for individual life,94,,,,,,
highlight,VERB,,To emphasize a concept or principle,94,,,,,,
ideal,NOUN,Technical Term,Aspirational state or model of behavior,94,,,,,,
importance,NOUN,Higher-Level Concept,Significance or value in a given context,94,,,,,,
independence,NOUN,Technical Term,Self-reliance and autonomy,94,,,,,,
individual,ADJ,,Characterized by uniqueness and self-determination,94,,,,,,
life,NOUN,Higher-Level Concept,The experience of human existence,94,,,,,,
likely,ADV,,Probable or expected outcome,94,,,,,,
live,VERB,,To experience life and engage with the world,94,,,,,,
mean,VERB,,To convey or express a specific concept,94,,,,,,
most,ADV,,Expressing a degree or intensity (higher-level concept),94,,,,,,
mutual,ADJ,,"Collaboration, interaction (higher-level concept)",94,,,,,,
prepared,ADJ,,Readiness for a future situation (higher-level concept),94,,,,,,
peace,NOUN,Technical Term,"Harmony, absence of conflict (higher-level concept)",94,,,,,,
society,NOUN,organization name,A group of people living together in an organized community.,94,,,,,,
proclaim,VERB,technical term,To formally announce or declare something.,94,,,,,,
raise,VERB,technical term,"To bring up or cultivate, especially in a particular way or with specific values.",94,,,,,,
rule,NOUN,technical term,"A principle or regulation that governs behavior, action, or procedure.",94,,,,,,
other,NOUN,,,94,,,,,,
particular,ADJ,,,94,,,,,,
solidarity,"NOUN, VERB",Higher-level concept,Act of unity and shared commitment,94,,,,,,
spirit,NOUN,Higher-level concept,State of mind or motivation,94,,,,,,
strict,ADJ,Technical Term,Characterized by rigidity and adherence to rules,94,,,,,,
support,NOUN,Higher-level concept,Assistance and backing from others,94,,,,,,
text,NOUN,Technical Term,Written or printed communication,94,,,,,,
the United Nations,DET,Organization Name,International body promoting peace and cooperation,94,,,,,,
tolerance,NOUN,Higher-level concept,Acceptance of differences in beliefs or behaviors,94,,,,,,
unity,NOUN,Higher-level concept,Oneness and togetherness,94,,,,,,
Adoption,PROPN,ORG,Legal process of taking another person's child into one's own family,95,,,,,,
Foster Placement,PROPN,ORG,"Temporary care arrangement for a child needing a suitable home, managed through agencies and organizations",95,,,,,,
Justice,PROPN,,"Fairness, impartiality in legal systems and societal actions",95,,,,,,
Juvenile,PROPN,,Relating to young individuals legally considered underage,95,,,,,,
Nationally,PROPN,,Within the borders of a particular nation or country,95,,,,,,
Reference,PROPN,Technical Term,Citation or indication pointing to another source,95,,,,,,
Special,PROPN,,"Unique, distinct, requiring particular attention or consideration",95,,,,,,
Administration,PROPN,Organization Name,Government,95,,,,,,
accord,VERB,,Agreement,95,,,,,,
account,NOUN,,Statement of financial position,95,,,,,,
adopt,VERB,,To formally approve and implement something,95,,,,,,
agency,NOUN,Organization Name,Government department or organization,95,,,,,,
agree,VERB,,To have the same opinion,95,,,,,,
appropriate,ADJ,,Suitable and fitting for a particular purpose,95,,,,,,
article,NOUN,,A written piece in a magazine or newspaper,95,,,,,,
article 10,NOUN,LAW,Specific clause within legal document,95,,,,,,
as,ADV,,In the same way as,95,,,,,,
be,VERB,,To exist,95,,,,,,
bear,VERB,Technical Term,To endure or withstand,95,,,,,,
birth,NOUN,Individual Name,The start of life,95,,,,,,
care,NOUN,Technical Term,Attention and support,95,,,,,,
child,NOUN,Individual Name,A young human,95,,,,,,
co-operation,NOUN,Technical Term,Working together,95,,,,,,
concern,VERB,Technical Term,To feel worry or interest,95,,,,,,
condition,NOUN,Technical Term,A state of being,95,,,,,,
consideration,NOUN,Technical Term,Careful thought or attention,95,,,,,,
country,NOUN,Organization Name,A nation with a defined territory,95,,,,,,
cultural,ADJ,Technical Term,Related to the customs and beliefs of a group of people,95,,,,,,
develop,VERB,Technical Term,Process of growth and improvement,95,,,,,,
development,NOUN,Technical Term,Progress and advancement,95,,,,,,
difficult,ADJ,Technical Term,Complex and challenging,95,,,,,,
document,NOUN,Technical Term,Written record of information,95,,,,,,
due,ADJ,Technical Term,Owing or expected,95,,,,,,
exceptionally,ADV,Technical Term,To a very great extent,95,,,,,,
extend,VERB,Technical Term,To increase or spread,95,,,,,,
first,ADV,Technical Term,Initial and foremost,95,,,,,,
