lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
point,points,NOUN,,,94035,r018,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True
region,region,NOUN,,,94035,r020,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
enclose,enclosed,VERB,,,94035,r011,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True
parabola,parabola,NOUN,,,94035,r016,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True
x-axis,x-axis,NOUN,,,94035,r024,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True
I.,I.,PROPN,ORG,,94035,r003,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,True,True,True
III,III,PROPN,,,94035,r004,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True
sale,sale,NOUN,,,78610,r007,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True
price,price,NOUN,,,78610,r006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
saree,sarees,NOUN,,,78610,r008,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,True,True,True
list,listed,VERB,,,78610,r005,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True
Rs.390,Rs.390,PROPN,,,78610,r001,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True
successive,successive,ADJ,,,78610,r009,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True
discount,discount,NOUN,,,78610,r004,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True
garrison,garrison,NOUN,,,40410,r006,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True
man,men,NOUN,,,40410,r009,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True
have,has,VERB,,,40410,r007,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True
provision,provisions,NOUN,,,40410,r013,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True
reinforcement,reinforcement,NOUN,,,40410,r014,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True
arrive,arrives,VERB,,,40410,r003,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
now,now,ADV,,,40410,r011,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
find,found,VERB,,,40410,r005,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True
provision,provisions,NOUN,,,40410,r013,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True
last,last,VERB,,,40410,r008,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True
only,only,ADV,,,40410,r012,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True
more,more,ADJ,,,40410,r010,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True
reinforcement,reinforcement,NOUN,,,40410,r014,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True
average,average,ADJ,,,2370,r004,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True
salary,salary,NOUN,,,2370,r019,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True
employee,employees,NOUN,,,2370,r007,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True
office,office,NOUN,,,2370,r015,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True
rs.120,Rs.120,NOUN,,,2370,r018,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
month,month,NOUN,,,2370,r010,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True
avg,avg,ADJ,,,2370,r005,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True
salary,salary,NOUN,,,2370,r019,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True
officer,officers,NOUN,,,2370,r016,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True
non,non,ADJ,,,2370,r013,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True
officer,officers,NOUN,,,2370,r016,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True
rs 110,Rs 110,ADP,PRODUCT,,2370,r017,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
no.of,no.of,NOUN,,,2370,r012,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True
officer,officers,NOUN,,,2370,r016,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True
"15,then","15,then",ADV,,,2370,r002,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
find,find,VERB,,,2370,r008,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True
no,No,NOUN,,,2370,r011,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True
nonofficer,nonofficers,NOUN,,,2370,r014,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,True
office,office,NOUN,,,2370,r015,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True
cricketer,cricketer,NOUN,,,44277,r006,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True
have,has,VERB,,,44277,r007,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
certain,certain,ADJ,,,44277,r005,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True
average,average,NOUN,,,44277,r003,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True
inning,innings,NOUN,,,44277,r009,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True
inning,inning,NOUN,,,44277,r009,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True
score,scored,VERB,,,44277,r013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
run,runs,NOUN,,,44277,r012,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True
thereby,thereby,ADV,,,44277,r016,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,True
increase,increasing,VERB,,,44277,r008,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True
average,average,NOUN,,,44277,r003,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True
run,runs,NOUN,,,44277,r012,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True
new,new,ADJ,,,44277,r011,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,True
average,average,NOUN,,,44277,r003,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True
be,are,VERB,,,46007,r010,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True
friend,friends,NOUN,,,46007,r018,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True
Peter,Peter,PROPN,PERSON,,46007,r006,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True
Paul,Paul,PROPN,PERSON,,46007,r005,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
Peter,Peter,PROPN,PERSON,,46007,r006,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True
age,age,NOUN,,,46007,r008,False,False,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True
twice,twice,ADV,,,46007,r030,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True
as,as,ADV,,,46007,r009,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True
old,old,ADJ,,,46007,r023,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True
Paul,Paul,PROPN,PERSON,,46007,r005,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
peter,peter,PROPN,PERSON,,46007,r026,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True
as,as,ADV,,,46007,r009,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True
old,old,ADJ,,,46007,r023,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True
Paul,Paul,PROPN,PERSON,,46007,r005,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
now,now,ADV,,,46007,r022,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True
sum,Sum,NOUN,,,46007,r029,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True
present,present,ADJ,,,46007,r028,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True
age,ages,NOUN,,,46007,r008,False,False,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True
Peter,Peter,PROPN,PERSON,,46007,r006,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True
Paul,Paul,PROPN,PERSON,,46007,r005,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
present,present,ADJ,,,46007,r028,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True
